Probe Name	Annotation	Accession	NS Probe ID	Class Name	Analyte Type	Samples above Threshold	20210527_20210527OUa_01 OU01_01.RCC	20210527_20210527OUa_02 OU02_02.RCC	20210527_20210527OUa_03 OU03_03.RCC	20210527_20210527OUa_04 OU04_04.RCC	20210527_20210527OUa_05 OU05_05.RCC	20210527_20210527OUa_06 OU06_06.RCC	20210527_20210527OUa_07 OU07_07.RCC	20210527_20210527OUa_08 OU08_08.RCC	20210527_20210527OUa_09 OU09_09.RCC	20210527_20210527OUa_10 OU10_10.RCC	20210527_20210527OUa_11 OU11_11.RCC	20210527_20210527OUa_12 OU12_12.RCC	20210528_20210528OUb_01 OU13_01.RCC	20210528_20210528OUb_02 OU14_02.RCC	20210528_20210528OUb_03 OU15_03.RCC	20210528_20210528OUb_04 OU16_04.RCC	20210528_20210528OUb_05 OU17_05.RCC	20210528_20210528OUb_06 OU18_06.RCC	20210528_20210528OUb_07 OU19_07.RCC	20210528_20210528OUb_08 OU20_08.RCC	20210528_20210528OUb_09 OU21_09.RCC	20210528_20210528OUb_10 OU22_10.RCC	20210528_20210528OUb_11 OU23_11.RCC	20210528_20210528OUb_12 OU24_12.RCC	20210602OUc_01 OU25_01.RCC	20210602OUc_02 OU26_02.RCC	20210602OUc_03 OU27_03.RCC	20210602OUc_04 OU28_04.RCC	20210602OUc_05 OU29_05.RCC	20210602OUc_06 OU30_06.RCC	20210602OUc_07 OU31_07.RCC	20210602OUc_08 OU32_08.RCC	20210602OUc_09 OU33_09.RCC	20210602OUc_10 OU34_10.RCC	20210602OUc_11 OU35_11.RCC	20210602OUc_12 OU36_12.RCC	20210602_20210602OUd_01 OU37_01.RCC	20210602_20210602OUd_02 OU38_02.RCC	20210602_20210602OUd_03 OU39_03.RCC	20210602_20210602OUd_04 OU40_04.RCC	20210602_20210602OUd_05 OU41_05.RCC	20210602_20210602OUd_06 OU42_06.RCC	20210602_20210602OUd_07 OU43_07.RCC	20210602_20210602OUd_08 OU44_08.RCC	20210602_20210602OUd_09 OU45_09.RCC	20210602_20210602OUd_10 OU46_10.RCC	20210602_20210602OUd_11 OU47_11.RCC	20210602_20210602OUd_12 OU48_12.RCC
RAG2		NM_000536.3		Endogenous	mRNA	75	4.163	1.022	1	1	4.069	1	1.157	9.166	1	6.966	16.037	2.382	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	14.526	27.647	1.585	1	2.96	1.008	1	38.84	1.126	8.802	1.06	1.277	1.02	8.366	1.806	1.181	15.379	1	1.211	10.882	7.059	1	3.561	634.49
RARRES3		NM_004585.3		Endogenous	mRNA	100	479.957	252.509	40.841	27.58	27.094	76.143	175.663	29.081	69.667	80.586	201.684	265.806	229.157	68.848	51.883	52.874	45.105	179.024	143.836	25.296	146.596	105.779	128.298	116.844	169.468	142.219	1717.023	27.354	377.556	218.03	29.45	37.309	291.14	32.62	9.804	64.334	172.052	72.811	86.665	113.676	122.007	37.539	792.889	712.101	409.268	80.958	244.239	42.754
RELA		NM_021975.2		Endogenous	mRNA	100	119.543	62.361	175.753	196.52	227.172	106.129	162.94	133.183	97.75	148.702	113.388	134.094	238.522	112.957	185.336	103.79	217.89	238.246	143.836	124.129	194.886	109.4	107.41	96.071	228.125	232.88	255.255	212.736	309.909	208.961	280.251	363.333	323.785	326.716	315.067	553.46	382.239	233.925	185.066	199.892	254.412	160.979	272.267	313.789	221.938	253.983	202.98	202.229
RELB		NM_006509.2		Endogenous	mRNA	100	56.501	19.424	62.867	100.399	20.742	52.154	81.976	88.826	35.824	49.625	21.319	42.972	116.773	29.264	71.109	33.291	48.924	73.876	57.911	30.003	56.914	14.033	26.704	6.661	108.598	53.55	103.053	9.197	68.916	34.638	17.628	90.881	147.047	168.277	68.101	163.947	109.812	77.768	73.124	48.718	66.935	30.169	130.609	198.112	165.463	81.903	114.568	39.606
RORC		NM_001001523.1		Endogenous	mRNA	100	519.21	351.673	240.914	2.822	669.408	407.703	308.676	583.992	74.708	311.078	296.017	219.417	254.911	447.726	781.352	661.254	30.786	117.386	2.99	41.768	186.837	632.107	320.093	302.89	282.354	717.07	646.328	770.796	579.652	614.035	791.987	83.228	322.66	6.731	434.841	45.177	229.19	592.094	677.974	626.251	487.587	1190.873	387.288	348.373	239.844	599.087	414.188	1323.8
RUNX1		NM_001754.4		Endogenous	mRNA	100	101.701	16.357	142.713	10.104	84.259	178.952	646.412	157.625	21.422	110.86	82.447	89.361	634.205	27.002	28.133	92.04	174.933	489.636	146.494	53.534	283.418	175.795	49.492	12.079	89.783	55.542	45.978	4.42	86.673	93.081	35.361	139.861	449.866	111.322	35.243	344.017	228.17	106.273	159.789	124.305	196.997	60.568	145.138	371.032	341.774	102.704	44.82	51.147
S100A8		NM_002964.3		Endogenous	mRNA	100	331.272	131.877	341.869	20.298	316.889	34.163	283.23	527.867	66.067	57.193	270.359	323.792	1261.678	69.979	142.36	124.679	295.214	148.809	913.621	526.517	77.609	93.707	145.389	32.852	889.949	86.427	32.237	30.22	87.519	101.143	132.473	214.862	149.299	1069.206	452.86	609.652	61.857	29.434	34.305	163.28	141.926	34.775	348.544	713.293	861.064	100.813	69.379	127.737
S100A9		NM_002965.2		Endogenous	mRNA	100	405.02	64.405	237.243	9.375	226.378	124.977	420.869	348.63	58.866	66.137	176.025	280.717	882.384	46.229	82.419	69.846	237.937	162.104	773.66	335.912	216.731	96.121	103.612	12.079	810.264	107.349	77.686	29.265	124.725	131.372	132.473	216.393	310.277	826.887	548.254	533.027	194.499	54.221	56.874	307.368	232.149	64.253	444.193	751.455	1530.494	97.031	119.48	104.655
S1PR1		NM_001400.3		Endogenous	mRNA	100	54.122	9.201	72.963	13.745	58.852	32.449	103.952	39.038	11.341	21.415	41.695	38.002	121.456	23.609	12.299	17.625	88.063	113.76	99.545	75.889	91.407	68.356	7.715	5.758	75.396	27.647	40.693	12.064	24.099	39.676	32.828	119.963	63.744	118.571	46.902	102.646	44.512	31.913	31.597	107.771	78.653	32.933	34.96	62.162	80.063	67.721	43.838	50.098
SELE		NM_000450.2		Endogenous	mRNA	87.5	10.111	1.022	245.503	1	13.597	1	184.916	23.649	1	1	59.807	27.233	16.097	39.443	1.131	33.291	49.879	145.184	2.99	20.59	61.513	14.033	23.856	1	61.008	38.606	26.952	1	3.805	31.615	17.628	11.288	177.442	7.767	8.745	22.189	63.898	1.239	81.249	12.106	14.207	58.726	133.031	386.535	709.547	47.866	174.492	1.049
SELL		NR_029467.1		Endogenous	mRNA	93.75	30.332	12.268	43.594	7.919	23.918	18.741	57.687	97.879	8.461	10.407	37.922	196.222	109.749	14.561	6.644	28.069	34.605	48.495	108.403	47.651	75.31	23.691	12.462	1.242	63.222	39.602	15.326	1	22.408	25.569	16.783	17.411	141.419	76.113	10.864	114.14	22.065	5.887	15.347	47.537	20.066	8.982	87.023	158.758	56.647	1	1	6.033
SELPLG		NM_003006.3		Endogenous	mRNA	75	1.189	1.022	5.048	1	1	10.174	10.265	1	1	4.214	4.717	5.695	11.414	1.131	24.74	1.306	1	1.209	6.533	1.177	1.725	1.207	4.866	2.145	1.245	1	1.057	1	7.188	1.008	1	1.531	7.458	3.624	1.06	1.277	1.02	1.239	1	6.201	2.49	1	9.535	14.46	26.343	1	1	1.049
SERPING1		NM_000062.2		Endogenous	mRNA	100	2566.315	79.74	1162.354	184.141	1020.339	1378.392	3802.859	1706.486	175.518	430.108	796.36	1978.063	3422.715	1009.823	731.59	888.417	1794.91	2973.316	1792.363	768.891	3891.393	2013.115	1832.613	1295.441	1132.322	1516.084	2836.338	255.737	657.446	3808.279	468.563	1592.428	6036.82	482.049	280.089	877.842	3668.704	1102.701	1904.826	2913.941	2684.585	912.672	3627.25	4491.287	5334.948	1398.974	1036.022	886.293
SH2D1A		NM_001114937.2		Endogenous	mRNA	77.083	29.142	1.022	4.13	2.094	1	1	11.422	1	1	1	3.207	12.322	16.097	1.131	1.131	3.264	1	8.611	1.218	1.177	13.222	4.376	1	1	4.565	12.703	6.87	1	8.033	1.386	2.428	1.531	29.972	4.66	10.864	3.033	6.76	5.887	6.319	2.657	1.172	1	18.01	27.578	4.304	1	6.508	4.984
SIGIRR		NM_021805.2		Endogenous	mRNA	97.917	17.248	1.022	73.88	1	17.566	29.879	38.024	16.407	11.341	9.718	13.773	42.144	95.701	7.775	6.644	7.18	48.924	81.128	32.222	32.356	121.301	24.898	2.967	5.758	6.779	18.68	3.699	5.375	23.254	10.454	24.383	11.288	53.612	15.015	12.984	82.213	62.877	10.844	36.11	75.882	63.42	34.775	45.857	62.162	33.23	21.392	3.561	32.262
SKI		NM_003036.2		Endogenous	mRNA	100	573.927	202.416	1069.66	262.785	598.745	776.959	1147.234	493.468	221.603	468.638	487.702	556.566	1441.96	660.35	221.527	349.231	943.396	1167.662	476.908	502.985	1233.127	974.945	358.072	297.472	638.721	738.988	414.855	540.501	569.505	664.418	480.385	970.993	1116.293	395.063	734.804	1230.319	714.865	754.447	984.01	1090.403	1277.335	874.903	596.747	870.709	946.465	1042.523	296.305	928.26
SLAMF1		NM_003037.2		Endogenous	mRNA	60.417	1.189	1.022	1	1	1	1	1.157	1	1	1	1	7.352	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	2.114	1.008	1	1.531	2.955	1.036	1.06	1.277	1.02	1.239	1	1.181	1.172	1	1.211	22.807	1.377	1	1	1.049
SLAMF6		NM_001184714.1		Endogenous	mRNA	60.417	1.189	1.022	1	1	1	1	1.157	1	1	1	1	13.15	4.39	1.131	1.131	1.306	1	1.209	1.218	1.177	5.174	1.207	1	1	2.352	1	1.057	1	1	1.008	1	1.531	8.584	1.036	1.06	1.277	1.658	1.239	1	6.201	3.662	1	8.324	10.882	1.377	1	1	1.049
SLAMF7		NM_021181.3		Endogenous	mRNA	89.583	54.122	9.201	4.13	17.386	4.069	31.592	36.868	10.976	6.301	4.214	4.717	51.256	44.192	1.131	2.121	15.014	1	24.323	16.277	6.471	8.623	6.79	10.563	1.242	3.459	1	18.497	1	10.57	6.424	1	1.531	9.709	1.036	6.625	3.033	1.02	1.239	3.611	5.019	1.172	1	33.75	55.006	26.343	1.536	14.367	3.934
SLC2A1		NM_006516.2		Endogenous	mRNA	100	8.921	39.87	16.061	31.221	20.742	100.989	127.085	8.26	17.102	18.663	8.49	16.464	175.306	32.657	12.299	60.707	22.195	6.194	11.848	15.884	166.142	350.835	6.765	34.658	21.166	23.662	11.098	11.109	7.188	7.431	16.783	9.758	19.841	32.62	53.262	19.635	5.739	34.392	54.166	146.745	196.997	7.139	9.535	15.652	12.569	30.847	12.402	27.016
SMAD3		NM_005902.3		Endogenous	mRNA	100	349.114	300.558	474.028	115.691	172.389	199.514	255.471	129.562	118.632	122.556	225.833	158.945	325.151	190.994	74.502	334.87	543.413	429.205	123.462	200.606	421.39	109.4	143.49	45.496	410.735	291.66	282.735	185.024	421.527	326.856	151.051	259.25	295.642	439.591	115.799	504.93	299.593	150.889	230.204	255.402	181.765	169.269	313.432	431.852	254.996	748.475	280.587	174.95
SMAD5		NM_005903.5		Endogenous	mRNA	100	540.621	607.249	878.764	524.934	840.109	620.175	592.051	713.441	814.944	470.702	572.224	656.8	678.69	699.935	395.695	772.225	861.299	858.26	653.188	785.363	772.07	763.689	538.473	721.044	691.844	687.182	803.814	665.682	854.469	777.274	1014.077	934.258	767.32	832.065	678.627	789.722	966.885	813.935	883.803	946.315	861.37	670.398	815.893	737.144	668.224	536.685	669.602	713.179
SOCS1		NM_003745.1		Endogenous	mRNA	100	49.364	1.022	12.39	18.842	21.536	6.747	29.928	17.313	7.021	12.471	77.164	78.592	102.725	16.823	1.131	16.319	19.331	56.955	82.714	15.884	27.02	7.998	21.957	19.305	107.491	27.647	59.718	20.664	29.173	41.691	10.028	32.717	77.253	37.798	9.804	50.286	48.593	17.041	19.861	53.442	20.066	8.982	53.122	413.963	56.647	45.029	20.261	20.721
SOCS3		NM_003955.3		Endogenous	mRNA	100	846.319	115.521	1494.587	25.396	380.406	145.539	752.822	250.864	40.864	43.432	111.879	668.397	2366.781	91.468	88.073	396.23	364.901	1765.921	685.963	480.63	659.392	144.408	128.298	9.37	902.123	133.252	227.774	118.134	160.239	236.167	188.206	569.968	1139.933	819.639	127.458	1487.015	1476.027	281.02	278.953	955.763	267.301	214.408	1278.399	2471.109	1764.656	1099.253	182.351	16.525
SPP1		NM_000582.2		Endogenous	mRNA	97.917	161.175	532.621	302.405	199.433	89.023	1287.578	5415.203	85.206	375.699	1524.083	134.519	235.156	7187.556	38.312	465.814	1427.604	366.81	500.513	203.187	60.594	170.741	2432.005	115.955	581.057	452.791	105.356	332.412	1	335.276	3.401	26.072	149.045	2803.749	363.996	4579.208	175.441	974.027	4548.06	605.753	165.642	1947.566	136.106	829.211	1233.244	5621.453	226.564	569.401	136.131
SRC		NM_005417.3		Endogenous	mRNA	100	447.841	631.785	247.339	674.941	666.232	495.09	412.773	475.363	418.183	471.39	452.987	377.637	507.773	403.618	330.099	436.702	622.646	519.851	512.341	394.741	473.13	312.206	382.759	505.194	236.978	220.924	346.153	137.245	91.747	292.596	281.096	271.495	222.471	258.37	365.944	285.271	317.959	264.908	207.635	327.446	181.765	298.236	358.23	335.255	578.692	277.62	194.139	318.688
STAT1		NM_007315.2		Endogenous	mRNA	100	1337.576	1241.079	1088.015	2254.384	459.008	1653.407	1623.766	640.116	539.156	1539.908	812.208	2280.421	1966.415	678.446	2012.967	367.508	769.656	1514.531	1703.78	548.872	1429.738	1442.121	822.368	915.219	592.239	481.949	4373.15	406.719	365.718	725.884	314.874	294.455	890.023	452.018	369.124	286.548	931.174	854.833	662.627	640.423	559.063	350.744	675.446	2081.146	811.477	134.851	582.171	319.737
STAT2		NM_005419.2		Endogenous	mRNA	100	858.214	632.807	1176.121	949.468	697.197	946.594	1548.585	1062.862	541.316	1132.591	892.957	1037.026	2558.769	877.498	1040.342	627.31	920.485	1353.787	1104.074	710.062	1205.533	860.263	922.063	780.651	1078.093	693.16	2467.46	1001.091	1160.572	1183.356	721.898	824.052	1211.979	588.711	965.871	868.902	1448.478	1183.258	1245.811	1193.154	1004.321	1028.743	1495.123	2077.569	1356.938	792.913	738.367	857.965
STAT3		NM_139276.2		Endogenous	mRNA	100	2524.683	2728.533	2632.62	4176.077	2116.004	1786.202	2783.867	2265.018	1252.749	858.065	1548.005	2296.16	3593.632	807.378	2766.186	2922.442	2121.388	3396.327	2545.317	1438.362	2482.926	2118.139	1401.55	1510.388	2264.507	1576.857	2738.041	1392.879	1311.087	1314.351	1545.234	2723.562	3470.176	2649.457	2227.2	2718.132	3560.55	2863.8	2129.614	3040.313	2079.971	1229.563	2533.944	2598.712	3796.362	1682.621	2119.566	1785.438
STAT4		NM_003151.2		Endogenous	mRNA	97.917	104.08	155.39	117.933	3.55	11.215	29.879	41.494	41.754	1	16.599	456.761	330.419	247.887	108.433	229.443	78.985	33.65	285.382	52.596	21.767	56.914	30.934	120.703	683.112	141.8	172.107	364.121	39.776	81.599	264.382	41.272	136.8	114.401	16.051	3.445	45.177	141.442	77.768	31.597	18.011	16.551	16.351	562.847	628.622	264.638	240.746	222.627	13.377
STAT5A		NM_003152.2		Endogenous	mRNA	100	236.113	162.547	44.512	1.365	9.627	71.003	72.723	68.006	86.949	121.18	136.783	375.98	128.48	77.896	86.943	48.958	30.786	42.452	48.167	20.59	92.556	41.798	134.945	378.754	623.227	174.099	289.077	283.449	200.828	187.8	47.184	74.044	116.653	26.407	47.962	37.515	106.751	106.273	99.304	116.038	95.057	80.835	314.643	345.988	322.49	171.725	167.615	99.41
STAT5B		NM_012448.3		Endogenous	mRNA	100	826.098	946.655	547.449	254.047	267.664	342.59	363.038	269.874	401.621	185.167	559.395	915.254	606.109	336.89	552.898	550.283	534.822	530.728	356.435	362.973	509.923	376.186	525.181	796.005	948.605	656.297	1007.806	1010.647	532.299	553.576	443.23	569.968	523.038	471.693	353.225	411.703	696.499	594.572	615.683	619.165	509.85	527.613	898.224	659.628	724.699	403.371	634.237	556.851
STAT6		NM_003153.3		Endogenous	mRNA	100	904.604	397.677	551.12	623.967	256.548	399.135	999.185	990.443	303.691	399.146	781.266	702.361	1413.864	177.422	446.588	483.701	345.808	876.389	816.18	185.31	723.779	364.114	742.611	373.335	621.013	487.927	635.758	539.545	267.629	542.492	198.34	239.352	538.798	135.139	916.054	863.794	587.324	438.416	471.241	522.319	609.447	155.451	612.487	683.479	1027.733	797.641	348.37	212.721
SYK		NM_003177.3		Endogenous	mRNA	100	73.153	8.178	66.538	18.842	18.36	123.264	150.217	49.901	17.102	64.761	25.093	134.094	231.498	36.05	19.085	34.597	62.288	128.263	165.982	27.649	151.195	98.536	47.593	22.917	76.503	87.423	118.907	23.531	269.32	77.967	37.895	54.146	312.528	28.478	56.442	45.177	213.886	60.418	119.164	101.865	144.27	82.677	286.796	233.889	435.439	45.029	67.414	96.262
TAGAP		NM_054114.3		Endogenous	mRNA	100	99.322	17.379	53.689	26.124	13.597	44.444	90.073	53.522	17.102	36.552	46.223	135.75	428.169	23.609	36.049	28.069	30.786	146.392	107.517	31.179	87.957	29.727	48.542	8.467	51.048	74.472	124.192	17.798	50.313	43.707	24.383	37.309	230.351	38.833	31.003	51.563	136.341	71.572	115.553	60.529	37.642	30.169	197.201	380.572	139.292	23.283	64.467	50.098
TAL1		NM_003189.2		Endogenous	mRNA	100	17.248	10.223	201.45	7.191	71.556	29.022	46.121	28.176	15.662	11.783	21.319	73.622	91.019	72.241	2.121	4.569	94.745	151.227	88.029	59.417	133.948	86.464	35.249	11.176	74.289	62.516	35.408	18.753	72.298	49.753	48.872	72.514	37.852	29.513	37.363	412.98	87.365	79.008	335.827	178.634	186.452	166.506	76.126	68.124	108.989	43.138	5.526	45.902
TAP1		NM_000593.5		Endogenous	mRNA	100	445.462	179.926	134.453	360.363	297.834	252.632	240.435	110.552	91.989	240.898	140.556	208.648	219.791	46.229	197.777	78.985	78.517	133.097	233.305	62.947	177.639	140.787	112.157	96.975	150.654	63.513	389.488	19.709	159.394	94.089	55.628	123.024	102.018	137.21	122.158	97.538	140.422	175.676	140.831	172.728	112.633	36.617	152.403	307.827	136.537	42.193	215.751	31.213
TAP2		NM_000544.3		Endogenous	mRNA	100	336.03	210.595	285.885	203.802	165.243	152.393	220.772	116.889	170.478	230.578	241.681	244.268	409.438	80.158	247.539	213.455	198.798	250.332	353.778	137.071	213.282	128.715	150.136	225.22	181.642	103.364	691.777	48.376	177.151	283.527	132.473	127.616	192.076	185.881	263.13	216.308	262.861	122.385	181.455	152.65	152.472	77.15	267.424	430.659	227.448	213.327	215.751	71.082
TAPBP		NM_003190.4		Endogenous	mRNA	100	2254.67	883.272	1276.158	1127.875	801.999	1078.532	1620.296	772.281	672.369	1051.403	1009.175	1081.758	2245.032	509.93	1561.714	1159.969	795.431	1472.23	994.232	692.414	1284.867	1005.124	946.749	945.926	1189.872	867.508	2120.779	680.971	1158.881	1202.502	966.787	1041.401	1422.489	714.012	1359.109	1212.44	1359.71	1422.45	1300.879	1450.623	1284.365	859.243	1910.409	1994.09	1693.03	1125.726	1221.688	840.129
TBK1		NM_013254.2		Endogenous	mRNA	100	465.684	587.826	689.703	366.917	837.728	610.751	587.424	490.752	412.423	411.531	487.702	517.633	585.037	435.286	366.29	456.285	507.138	494.47	428.187	390.034	485.777	481.21	371.365	487.131	458.324	391.288	755.194	460.232	555.13	629.15	539.497	620.479	435.232	427.165	444.38	404.04	556.714	564.828	529.921	621.527	553.204	504.584	570.111	628.622	615.882	488.465	458.394	377.442
TBX21		NM_013351.1		Endogenous	mRNA	89.583	13.679	18.401	12.39	13.745	1	5.89	9.108	1	5.581	9.718	6.981	18.949	25.462	1.131	21.347	1.306	1	33.992	18.935	4.118	27.02	1.207	8.664	1	14.526	13.699	48.091	4.42	10.57	8.439	5.806	1.531	13.087	15.015	12.984	6.864	16.963	5.887	18.958	14.468	3.662	8.06	34.96	58.584	11.192	1	18.296	6.033
TCF4		NM_003199.1		Endogenous	mRNA	100	937.909	1334.109	4109.311	824.948	1919.896	1600.289	2150.033	2716.732	1416.206	2750.161	2086.081	1323.644	3352.476	2014.132	3100.95	2662.64	2881.259	3053.084	1307.815	1737.211	2375.997	2083.131	1665.505	1623.28	2224.664	2463.544	2391.36	3046.991	2587.928	1991.49	2103.415	2301.109	1902.046	2735.408	1939.956	3236.631	2409.624	2658.07	2794.046	2675.37	2678.727	2008.892	2274.844	2009.593	1899.644	2331.229	2206.996	2616.387
TCF7		NM_003202.2		Endogenous	mRNA	95.833	23.195	16.357	22.485	1	1	32.449	42.651	95.163	76.868	258.787	73.391	153.146	32.486	83.551	6.644	244.788	13.603	9.82	4.761	15.884	46.566	1.962	33.35	59.043	20.059	100.375	95.654	42.643	212.666	112.227	7.494	9.758	78.378	3.624	5.565	9.419	35.329	189.309	62.291	66.434	24.753	20.036	180.25	220.771	78.686	194.417	62.503	21.77
TFRC		NM_003234.1		Endogenous	mRNA	100	234.923	1062.175	552.038	334.876	448.687	291.186	688.051	333.241	571.559	305.573	220.551	329.591	1158.66	293.913	288.253	696.503	425.996	822.002	265.195	838.309	271.92	436.545	270.72	164.71	587.812	110.338	229.888	151.579	211.82	503.194	540.341	775.072	923.795	787.536	350.045	803.77	820.979	444.612	348.466	479.801	382.131	757.912	296.482	542.759	464.365	807.096	297.287	347.016
TGFB1		NM_000660.3		Endogenous	mRNA	100	570.358	346.562	331.773	1126.418	551.902	351.158	924.004	526.962	313.052	493.407	450.723	478.699	1219.534	157.065	626.41	974.583	402.131	1009.335	677.105	405.33	546.715	376.186	216.6	69.88	601.092	347.452	622.018	63.666	353.879	491.102	721.053	894.461	769.571	415.774	1350.629	888.058	672.011	500.383	449.575	862.461	641.084	232.832	588.272	1214.163	885.858	690.8	523.23	293.507
TGFBI		NM_000358.2		Endogenous	mRNA	100	1235.281	294.424	650.239	189.966	328.005	1850.458	3621.268	894.488	359.137	873.202	567.696	1306.248	12813.745	528.026	1668.024	684.754	566.324	1353.787	1586.851	539.459	2848.552	833.705	336.234	656.018	436.19	613.458	782.675	72.266	878.145	544.508	325.851	710.786	1544.067	348.463	387.143	1193.283	1294.409	496.665	511.866	1331.337	1515.196	624.339	1467.276	2510.464	4136.586	1708.15	374.893	541.113
TGFBR1		NM_004612.2		Endogenous	mRNA	100	538.242	509.108	727.332	453.571	621.77	601.327	771.328	612.959	423.224	465.198	787.304	1202.701	938.576	524.633	859.388	957.611	474.681	802.664	361.75	528.87	629.498	634.521	508.09	1201.514	711.765	335.496	616.733	484.121	409.688	545.515	662.786	735.276	1035.241	727.474	535.535	796.108	832.202	602.008	799.846	723.097	571.952	780.942	693.607	701.368	819.741	696.473	776.679	669.113
TGFBR2		NM_001024847.1		Endogenous	mRNA	100	566.79	146.19	1589.117	267.155	501.088	764.108	1090.559	578.56	257.607	474.142	344.316	927.68	1608.193	663.743	544.981	406.674	1910.418	1203.92	918.936	1077.153	2292.064	983.395	503.343	242.38	582.278	862.527	404.285	440.165	386.857	736.968	607.897	1443.957	1626.245	780.288	559.914	1114.104	1149.523	434.698	1280.115	2000.991	1892.494	986.368	999.927	783.653	1697.162	972.557	184.315	798.162
THY1		NM_006288.2		Endogenous	mRNA	100	1487.452	545.911	1388.125	273.708	852.019	3818.397	6655.112	1945.469	1937.54	1024.57	1120.865	753.72	8229.442	609.456	1431.654	1137.775	1324.286	3152.189	1414.114	435.921	3787.914	1661.827	226.095	237.864	453.897	2151.709	1744.504	155.401	1041.344	2191.004	586.786	1607.734	2356.838	961.509	555.674	3037.405	2118.831	1918.185	2635.16	3589.501	3732.114	1282.992	3056.988	1858.14	4122.812	880.844	1975.159	1218.882
TICAM1		NM_014261.1		Endogenous	mRNA	100	176.639	109.387	126.193	160.839	69.968	91.564	138.651	147.667	174.798	139.757	126.218	163.915	172.965	122.004	99.383	9.792	144.385	145.184	174.84	73.536	96.006	92.5	93.168	160.194	160.614	97.386	158.015	110.489	12.261	152.533	158.651	121.494	170.687	161.028	160.316	218.862	117.975	66.614	113.748	95.96	96.229	120.446	143.928	226.733	226.07	151.87	93.938	74.229
TIGIT		NM_173799.2		Endogenous	mRNA	79.167	2.974	1.022	4.13	10.104	1	1.606	1.157	1	4.14	1	1.698	33.032	25.462	3.252	1.131	1.306	1	4.985	5.647	1.177	9.773	1.207	1.068	1	1.107	13.699	26.952	1	19.871	2.393	1	1.531	32.224	1.036	1.06	1.277	7.78	5.887	1	5.019	1.172	1	16.799	81.242	15.324	1	8.473	6.033
TIRAP		NM_148910.2		Endogenous	mRNA	100	64.827	33.736	49.101	34.862	38.209	32.449	49.591	62.575	82.629	70.266	56.788	38.83	69.947	47.36	43.966	46.347	41.287	19.489	38.423	61.77	36.218	24.898	52.34	59.946	72.076	112.33	121.021	77.999	150.938	121.296	103.762	115.371	75.001	48.153	76.581	55.394	75.121	128.581	69.513	107.771	72.794	64.253	130.609	117.019	64.911	104.595	105.727	57.442
TLR1		NM_003263.3		Endogenous	mRNA	100	126.68	40.892	98.66	113.507	46.943	217.506	181.447	106.931	76.148	151.454	123.199	178.826	280.666	56.408	49.621	109.012	131.021	214.074	253.679	34.709	273.07	137.165	138.743	111.425	69.862	99.379	172.812	34.043	152.629	109.204	54.784	46.493	353.054	57.473	58.562	147.345	283.268	117.427	147.15	140.84	159.502	183.087	240.788	280.398	409.268	53.538	112.603	140.328
TLR2		NM_003264.3		Endogenous	mRNA	100	93.375	59.294	77.551	5.734	56.47	134.402	256.628	134.088	45.905	75.082	88.484	200.364	655.277	37.181	42.835	63.318	107.155	260.001	302.4	54.711	155.794	173.381	115.955	46.399	179.428	62.516	54.433	13.975	150.092	100.135	36.206	77.105	368.814	74.042	98.839	176.718	181.235	88.922	155.275	150.288	117.32	42.145	177.829	335.255	533.237	171.725	57.591	107.803
TLR3		NM_003265.2		Endogenous	mRNA	100	126.68	29.647	42.676	106.225	15.184	95.848	61.157	23.649	24.303	73.018	53.77	86.876	83.995	41.705	88.073	24.152	72.789	122.22	49.053	24.12	150.045	38.177	83.673	66.268	25.593	56.539	313.387	21.62	38.474	57.814	41.272	38.84	76.127	37.798	12.984	36.238	117.975	59.178	95.693	49.899	50.531	21.878	113.659	181.416	133.783	26.119	158.774	50.098
TLR4		NM_138554.2		Endogenous	mRNA	100	481.147	365.985	288.638	115.691	143.012	469.388	376.917	220.086	330.334	555.33	231.871	293.142	404.755	849.224	186.467	547.672	195.934	324.057	277.596	165.309	547.865	697.294	341.931	40.98	511.447	311.586	374.69	352.251	581.343	176.716	118.117	150.576	506.152	186.917	94.6	280.162	408.767	194.266	776.375	551.845	672.721	205.196	876.43	905.293	994.675	1002.812	262.904	230.557
TLR5		NM_003268.3		Endogenous	mRNA	97.917	36.279	25.558	12.39	1	5.657	47.871	68.097	23.649	14.942	29.671	34.903	53.741	65.264	27.002	5.513	4.569	21.24	42.452	33.108	1.177	51.165	32.141	18.159	33.755	18.953	41.595	16.383	16.842	33.401	26.577	11.717	6.697	59.241	1.036	9.804	20.912	39.41	35.631	36.11	59.348	41.157	9.903	72.494	56.199	70.421	19.501	18.296	13.377
TLR7		NM_016562.3		Endogenous	mRNA	93.75	2.974	1.022	11.472	5.734	1	26.452	42.651	14.597	1.26	15.223	6.981	23.091	48.875	11.168	1.131	8.486	8.83	62.998	18.049	1.177	35.068	29.727	18.159	6.661	1.245	27.647	30.123	1	26.636	8.439	6.65	6.697	63.744	1.036	9.804	1.277	75.121	20.759	39.721	45.175	66.935	9.903	44.646	25.193	86.95	1	23.208	19.672
